description,industry,level,size,line_code,value
Business plans for identifying and assessing the business's main risks and hazards - don't know,Accommodation & food services,1,total,D0201_06,462
Business plans for identifying and assessing the business's main risks and hazards - don't know,"Transport, postal, & warehousing",1,total,D0201_06,0
Business plans for identifying and assessing the business's main risks and hazards - don't know,Information media & telecommunications,1,total,D0201_06,24
Business plans for identifying and assessing the business's main risks and hazards - don't know,Publishing,2,total,D0201_06,6
Business plans for identifying and assessing the business's main risks and hazards - don't know,Motion picture,2,total,D0201_06,15
Business plans for identifying and assessing the business's main risks and hazards - don't know,Telecommunications,2,total,D0201_06,0
Business plans for identifying and assessing the business's main risks and hazards - don't know,Financial & insurance services,1,total,D0201_06,24
Business plans for identifying and assessing the business's main risks and hazards - don't know,Finance,2,total,D0201_06,12
Business plans for identifying and assessing the business's main risks and hazards - don't know,Insurance,2,total,D0201_06,0
Business plans for identifying and assessing the business's main risks and hazards - don't know,Auxiliary,2,total,D0201_06,15
Business plans for identifying and assessing the business's main risks and hazards - don't know,"Rental, hiring, & real estate services",1,total,D0201_06,15
Business plans for identifying and assessing the business's main risks and hazards - don't know,"Professional, scientific, & technical services",1,total,D0201_06,48
Business plans for identifying and assessing the business's main risks and hazards - don't know,Computer systems design,2,total,D0201_06,45
Business plans for identifying and assessing the business's main risks and hazards - don't know,Other professional scientific,2,total,D0201_06,6
Business plans for identifying and assessing the business's main risks and hazards - don't know,Administrative & support services,1,total,D0201_06,75
Business plans for identifying and assessing the business's main risks and hazards - don't know,Education & training,1,total,D0201_06,27
Business plans for identifying and assessing the business's main risks and hazards - don't know,Health care & social assistance,1,total,D0201_06,33
Business plans for identifying and assessing the business's main risks and hazards - don't know,Arts & recreation services,1,total,D0201_06,0
Business plans for identifying and assessing the business's main risks and hazards - don't know,Other services,1,total,D0201_06,36
